customerID,MultipleLines
0188-GWFLE,No
8129-GMVGI,No
2882-DDZPG,No
3547-LQRIK,Yes
9137-NOQKA,No
5843-TTHGI,No
1849-RJYIG,No
8868-GAGIO,Yes
4061-UKJWL,No
5380-XPJNZ,No
8263-QMNTJ,Yes
8178-EYZUO,Yes
3230-JCNZS,Yes
5130-IEKQT,Yes
3230-WYKIR,Yes
7996-BPXHY,Yes
3227-WLKLI,Yes
0407-BDJKB,Yes
2266-FUBDZ,No
8237-ULIXL,Yes
9600-UDOPK,Yes
8216-AZUUZ,No
9153-BTBVV,Yes
4074-SJFFA,No
3269-ATYWD,Yes
5186-PEIZU,No
1074-AMIOH,No
4910-GMJOT,Yes
0354-WYROK,No
4361-FEBGN,No
7748-UMTRK,Yes
0380-ZCSBI,No
7145-FEJWU,Yes
6463-MVYRY,No
3969-JQABI,No
9624-EGDEQ,No
1051-EQPZR,No
5849-ASHZJ,No
5780-INQIK,No
7576-OYWBN,Yes
4526-ZJJTM,No
8384-FZBJK,Yes
3750-RNQKR,No
0962-CQPWQ,No
3096-YXENJ,Yes
1265-BCFEO,Yes
5837-LXSDN,No
5945-AZYHT,Yes
8325-QRPZR,No
6384-VMJHP,No
2262-SLNVK,No
7730-CLDSV,Yes
1135-HIORI,Yes
0164-APGRB,Yes
6481-ESCNL,Yes
1790-NESIO,No
1550-EENBN,Yes
5539-TMZLF,No
4446-BZKHU,Yes
5976-JCJRH,No
8198-RKSZG,Yes
0137-OCGAB,Yes
3351-NQLDI,Yes
9297-EONCV,Yes
7593-JNWRU,No
4588-YBNIB,No
1069-QJOEE,No
3336-JORSO,Yes
7799-DSEWS,No
8766-PAFNE,No
5315-CKEQK,Yes
3130-ICDUP,Yes
0820-FNRNX,Yes
0880-FVFWF,Yes
4213-HKBJO,Yes
2792-LSHWX,No
5028-GZLDO,No
0014-BMAQU,Yes
6861-XWTWQ,Yes
9018-PCIOK,No
4837-QUSFT,Yes
6877-TJMBR,No
9953-ZMKSM,Yes
0907-HQNTS,Yes
6769-DCQLI,No
2433-KMEAS,Yes
4391-LNRXK,No
8250-ZNGGW,No
2195-ZRVAX,No
3550-SAHFP,Yes
8562-GHPPI,No
5893-PYOLZ,No
4986-MXSFP,No
6131-FOYAS,Yes
3027-YNWZU,Yes
5609-IMCGG,Yes
4873-ILOLJ,No
4727-MCYZG,No
9481-WHGWY,No
2725-KXXWT,No
9565-DJPIB,Yes
4328-VUFWD,No
3301-LSLWQ,Yes
7473-ZBDSN,No
3166-PNEOF,Yes
5639-NTUPK,No
5140-FOMCQ,Yes
6242-SGYTS,Yes
8166-ORCHU,No
8414-OOEEL,No
8454-AATJP,Yes
6849-WLEYG,No
4659-NZRUF,Yes
4531-AUZNK,Yes
4191-XOVOM,Yes
2150-OEGBV,No
8429-XIBUM,Yes
1855-CFULU,No
4878-BUNFV,No
1872-EBWSC,No
2608-BHKFN,No
7026-YMSBE,No
7341-LXCAF,Yes
6997-UVGOX,No
9462-MJUAW,Yes
8128-YVJRG,Yes
5440-VHLUL,Yes
5781-BKHOP,Yes
4283-FUTGF,Yes
5213-TWWJU,No
1569-TTNYJ,Yes
8628-MFKAX,Yes
2397-BRLOM,No
7629-WIXZF,No
5445-GLVOT,No
3976-HXHCE,No
2466-NEJOJ,No
0254-KCJGT,Yes
6461-SZMCV,Yes
8150-QUDFX,No
9508-ILZDG,Yes
1697-LYYYX,No
1942-OQFRW,No
4749-VFKVB,Yes
9640-ZSLDC,No
4231-LZUYM,Yes
7598-UAASY,No
7938-OUHIO,No
8510-AWCXC,Yes
3594-BDSOA,No
0431-APWVY,No
5996-DAOQL,No
6838-YAUVY,Yes
0484-JPBRU,Yes
7883-ROJOC,No
0244-LGNFY,Yes
4295-YURET,No
3426-NIYYL,Yes
8225-BTJAU,No
4635-EJYPD,No
1866-ZSLJM,No
4636-TVXVG,No
9392-XBGTD,No
3387-VATUS,Yes
1143-NMNQJ,Yes
1169-SAOCL,Yes
1110-KYLGQ,Yes
9929-PLVPA,No
3518-PZXZQ,No
2371-JUNGC,No
7693-QPEFS,Yes
0924-BJCRC,Yes
5074-FBGHB,Yes
2351-BKRZW,No
4455-BFSPD,Yes
0415-MOSGF,No
1724-BQUHA,No
3948-KXDUF,Yes
2323-ARSVR,No
0815-MFZGM,No
4826-XTSOH,Yes
5480-XTFFL,No
8295-FHIVV,No
9086-YJYXS,Yes
1179-INLAT,No
6857-VWJDT,Yes
5468-BPMMO,No
5624-BQSSA,No
0197-PNKNK,Yes
2439-QKJUL,No
1194-SPVSP,No
9534-NSXEM,No
8929-KSWIH,No
2250-IVBWA,No
1810-MVMAI,Yes
9506-UXUSK,No
1229-RCALF,Yes
3572-UOLYZ,Yes
1429-UYJSV,No
5577-OTWWW,No
6100-QQHEB,Yes
6366-XIVKZ,No
3470-OBUET,Yes
9375-MHRRS,No
2634-HCZGT,Yes
7503-QQRVF,No
4860-YZGZM,No
6599-GZWCM,No
2691-NZETQ,Yes
4404-HIBDJ,No
7037-MTYVW,Yes
4760-THGOT,Yes
7295-JOMMD,No
4016-BJKTZ,Yes
6584-VQMYT,No
9838-BFCQT,Yes
2790-XUYMV,Yes
0581-MDMPW,Yes
5013-SBUIH,Yes
1023-BQXZE,No
9163-GHAYE,No
3904-UKFRE,Yes
5353-WILCI,No
0709-TVGUR,Yes
0058-EVZWM,Yes
6023-YEBUP,Yes
7209-JCUDS,No
7009-PCARS,No
0519-DRGTI,No
1017-FBQMM,Yes
3001-CBHLQ,Yes
1985-MBRYP,No
9372-TXXPS,No
3259-QMXUN,Yes
1015-JPFYW,No
6645-MXQJT,No
8433-WPJTV,Yes
5804-JMYIO,No
3763-GCZHZ,Yes
6484-LATFU,Yes
0772-GYEQQ,No
0536-ACXIP,Yes
0936-NQLJU,No
4831-EOBFE,No
1575-KRZZE,No
3251-YMVWZ,Yes
4102-OQUPX,Yes
9170-GYZJC,Yes
4884-LEVMQ,No
8857-CUPFQ,No
7610-TVOPG,Yes
3638-DIMPH,No
1845-ZLLIG,No
8559-WNQZS,No
3999-QGRJH,No
1699-UOTXU,No
2454-RPBRZ,Yes
0635-WKOLD,Yes
5993-JSUWV,No
4518-FZBSX,No
5387-ASZNZ,Yes
6988-CJEYV,Yes
2002-MZHWP,No
3097-FQTVJ,No
5465-BUBFA,No
7299-GNVPL,No
9371-BITHB,No
2265-CYWIV,Yes
9093-FPDLG,No
0541-FITGH,No
6985-HAYWX,Yes
7508-KBIMB,No
6838-HVLXG,No
2277-DJJDL,Yes
1897-OKVMW,Yes
5485-ITNPC,No
0233-FTHAV,Yes
4644-PIZRT,Yes
8922-NPKBJ,No
2740-TVLFN,Yes
7771-CFQRQ,No
9512-PHSMG,No
6963-EZQEE,Yes
2452-KDRRH,Yes
2004-OCQXK,No
5027-QPKTE,No
4146-SVFUD,No
1564-HJUVY,No
3617-XLSGQ,Yes
7517-LDMPS,No
7244-KXYZN,No
5226-NOZFC,No
2672-HUYVI,No
1400-WIVLL,Yes
7508-MYBOG,Yes
8148-NLEGT,Yes
0148-DCDOS,Yes
8347-GDTMP,No
9992-RRAMN,Yes
6746-WAUWT,No
0310-MVLET,Yes
0428-IKYCP,No
4550-VBOFE,Yes
2187-PKZAY,No
4003-OCTMP,No
6652-YFFJO,No
7225-IILWY,Yes
5248-RPYWW,Yes
7923-IYJWY,Yes
3170-GWYKC,No
5696-QURRL,No
7409-KIUTL,No
1732-VHUBQ,No
0495-RVCBF,No
2668-TZSPS,No
7854-EDSSA,Yes
8869-TORSS,No
7446-SFAOA,No
9522-ZSINC,No
8234-GSZYK,Yes
0679-IDSTG,No
7765-LWVVH,Yes
1658-TJVOA,No
2115-BFTIW,No
4692-NNQRU,No
7742-MYPGI,No
0611-DFXKO,No
7780-OTDSO,Yes
9619-GSATL,No
5622-UEJFI,Yes
9747-DDZOS,No
0674-DGMAQ,Yes
0484-FFVBJ,No
2181-TIDSV,No
9453-PATOS,No
0564-JJHGS,Yes
3348-CFRNX,No
4402-FTBXC,No
1428-GTBJJ,No
2931-XIQBR,No
0106-UGRDO,Yes
5542-TBBWB,No
1930-QPBVZ,No
5322-ZSMZY,Yes
8059-UDZFY,Yes
7740-BTPUX,Yes
5220-AGAAX,Yes
0208-BPQEJ,No
9435-JMLSX,No
3352-ALMCK,Yes
5312-IRCFR,Yes
5294-IMHHT,Yes
8802-UNOJF,No
6176-YJWAS,Yes
5310-NOOVA,No
4526-EXKKN,Yes
3987-KQDDU,No
3404-JNXAX,Yes
5131-PONJI,No
2845-AFFTX,Yes
3489-VSFRD,No
3345-JHUEO,No
5815-HGGHV,No
5260-UMPWX,No
2249-YPRNG,Yes
7410-YTJIK,Yes
4626-GYCZP,Yes
5649-RXQTV,No
2674-MIAHT,Yes
2576-HXMPA,No
7587-AOVVU,Yes
5590-BYNII,Yes
6898-MDLZW,No
4707-YNOQA,Yes
9357-UJRUN,Yes
1591-NFNLQ,Yes
7663-CUXZB,Yes
0258-NOKBL,No
1163-VIPRI,Yes
2815-CPTUL,No
9348-ROUAI,Yes
0596-BQCEQ,No
1481-ZUWZA,Yes
3043-TYBNO,No
4830-FAXFM,Yes
5906-BFOZT,No
2960-NKRSO,No
8996-ZROXE,No
5598-IKHQQ,Yes
0397-ZXWQF,No
5266-PFRQK,No
4674-HGNUA,Yes
6765-MBQNU,Yes
9786-IJYDL,Yes
1303-SRDOK,No
3769-MHZNV,No
6295-OSINB,Yes
3308-MHOOC,No
2207-QPJED,No
2239-CFOUJ,No
6620-JDYNW,Yes
1891-FZYSA,Yes
4770-UEZOX,No
1038-RQOST,No
7613-LLQFO,Yes
4568-TTZRT,No
9513-DXHDA,No
2640-PMGFL,Yes
3801-HMYNL,No
0516-QREYC,No
9685-WKZGT,Yes
6022-UGGSO,No
8084-OIVBS,No
8896-BQTTI,Yes
3865-QBWSJ,Yes
3352-RICWQ,No
2160-GPFXD,Yes
2065-MMKGR,Yes
5857-TYBCJ,Yes
1498-NHTLT,No
4484-CGXFK,No
1402-PTHGN,No
4176-RELJR,Yes
6214-EDAKZ,No
6377-KSLXC,No
1796-JANOW,No
0238-WHBIQ,Yes
8735-NBLWT,No
6651-RLGGM,Yes
6127-ISGTU,Yes
1614-JBEBI,No
1208-DNHLN,Yes
1761-AEZZR,No
3923-CSIHK,No
5696-EXCYS,No
5795-KTGUD,Yes
7120-RFMVS,Yes
7924-GJZFI,No
8512-WIWYV,No
5897-ZYEKH,Yes
7317-GGVPB,Yes
1406-PUQVY,No
5692-FPTAH,No
9114-AAFQH,No
8715-KKTFG,Yes
1550-LOAHA,No
1728-BQDMA,No
0268-QKIWO,No
0876-WDUUZ,No
5117-ZSMHQ,Yes
5151-HQRDG,Yes
0960-HUWBM,Yes
6465-GSRCL,Yes
0617-FHSGK,Yes
0263-FJTQO,Yes
7319-ZNRTR,No
2858-MOFSQ,Yes
7503-EPSZW,Yes
8118-LSUEL,Yes
1666-JXLKU,Yes
7855-DIWPO,No
5133-POWUA,No
5652-MSDEY,Yes
7005-CCBKV,No
1810-BOHSY,Yes
1784-BXEFA,No
9224-VTYID,Yes
9500-IWPXQ,Yes
4504-YOULA,Yes
5569-IDSEY,Yes
4250-FDVOU,No
7284-ZZLOH,No
5277-ZLOOR,Yes
2141-RRYGO,No
6376-GAHQE,No
3401-URHDA,Yes
1599-EAHXY,Yes
8631-XVRZL,No
5052-PNLOS,Yes
3853-LYGAM,Yes
6979-ZNSFF,Yes
5751-USDBL,No
5680-LQOGP,No
2386-LAHRK,No
8189-DUKMV,No
9931-DCEZH,No
1898-JSNDC,No
0315-LVCRK,No
2410-CIYFZ,No
4248-HCETZ,No
5505-OVWQW,No
7271-AJDTL,Yes
1867-TJHTS,Yes
0516-WJVXC,No
9174-FKWZE,No
6860-YRJZP,Yes
4429-WYGFR,No
2817-LVCPP,No
5038-ETMLM,Yes
5056-FIMPT,No
4521-WFJAI,Yes
6569-KTMDU,No
8809-RIHDD,Yes
8809-XKHMD,Yes
0396-YCHWO,Yes
0867-LDTTC,No
4822-NGOCH,Yes
9391-DXGGG,No
9844-FELAJ,Yes
2122-SZZZD,No
5307-DZCVC,Yes
3148-AOIQT,Yes
8679-JOEVF,No
8395-ETZKQ,No
6692-YQHXC,No
3889-VWBID,No
5222-JCXZT,No
2739-CCZMB,No
7080-TNUWP,Yes
0496-AHOOK,No
8336-TAVKX,Yes
2468-SJFLM,No
7168-HDQHG,No
4803-AXVYP,Yes
3884-HCSWG,No
4567-AKPIA,Yes
5077-DXTCG,No
7901-HXJVA,No
5649-ANRML,No
4892-VLANZ,No
5924-IFQTT,Yes
7968-QUXNS,No
2919-HBCJO,No
4236-XPXAV,No
8903-WMRNW,No
2452-SNHFZ,No
3629-WEAAM,No
7993-NQLJE,No
9909-DFRJA,No
9099-FTUHS,Yes
0581-BXBUB,No
4962-CHQPW,No
9467-ROOLM,No
3030-YZADT,No
7410-KTVFV,No
5150-ITWWB,Yes
1345-ZUKID,No
6429-SHBCB,Yes
9281-OFDMF,Yes
2603-HVKCG,No
1834-WULEG,No
9097-ZUBYC,No
5148-ORICT,No
4893-GYUJU,No
4578-PHJYZ,No
7272-QDCKA,Yes
8908-SLFCJ,No
8393-DLHGA,No
9766-HGEDE,No
7395-IGJOS,No
5044-XDPYX,Yes
2834-SPCJV,No
3721-WKIIL,No
6734-CKRSM,No
1265-ZFOSD,Yes
6568-POCUI,No
5197-LQXXH,Yes
3457-PQBYH,No
7682-AZNDK,No
0587-DMGBH,No
5384-ZTTWP,No
1231-YNDEK,No
1407-DIGZV,No
0570-BFQHT,No
4393-OBCRR,No
3523-QRQLL,No
8564-LDKFL,Yes
3696-DFHHB,Yes
0895-DQHEW,Yes
4717-GHADL,Yes
5501-TVMGM,No
5879-HMFFH,Yes
6772-WFQRD,No
3810-DVDQQ,Yes
6972-SNKKW,No
3694-GLTJM,No
8550-XSXUQ,Yes
8149-RSOUN,Yes
9055-MOJJJ,No
4359-INNWN,No
0585-EGDDA,No
0549-CYCQN,Yes
3481-JHUZH,Yes
7250-EQKIY,No
3594-IVHJZ,No
6869-FGJJC,No
3896-ZVNET,Yes
8205-VSLRB,Yes
6817-WTYHE,No
4013-UBXWQ,Yes
4931-TRZWN,No
0750-EKNGL,No
7669-LCRSD,No
3567-PQTSO,Yes
5519-NPHVG,Yes
8043-PNYSD,No
9938-EKRGF,No
2703-AMTUL,No
8173-RXAYP,No
5402-HTOTQ,Yes
6734-JDTTV,No
7850-THJMU,No
3890-RTCMS,No
8849-GYOKR,Yes
3148-BLQJT,No
3717-FDJFU,No
7966-YOTQW,Yes
0461-CVKMU,No
8806-EAGWC,No
8853-TZDGH,Yes
7779-LGOVN,Yes
4324-BZCKL,No
6924-TDGMT,No
9710-ZUSHQ,Yes
1536-YHDOE,Yes
8123-QBNAZ,Yes
3629-ZNKXA,No
4827-LTQRJ,Yes
7711-YIJWC,No
5482-VXSXJ,No
9620-ENEJV,No
4183-WCSEP,No
2378-YIZKA,No
5498-TXHLF,Yes
0689-DSXGL,No
6818-DJXAA,No
9722-UJOJR,No
0464-WJTKO,No
8902-ZEOVF,No
6778-EICRF,Yes
2662-NNTDK,Yes
4132-KALRO,Yes
3902-FOIGH,Yes
6772-KSATR,Yes
7112-OPOTK,No
2874-YXVVA,No
1245-HARPS,No
4210-QFJMF,No
4323-ELYYB,No
4293-ETKAP,Yes
6064-PUPMC,No
6504-VBLFL,No
6322-PJJDJ,No
0330-BGYZE,Yes
1085-LDWAM,No
7586-ZATGZ,Yes
7197-VOJMM,No
3318-OSATS,Yes
5828-AVIPD,Yes
1843-TLSGD,No
9626-VFRGG,Yes
9143-CANJF,No
2041-JIJCI,Yes
1086-LXKFY,No
4900-MSOMT,Yes
2229-VWQJH,No
9194-GFVOI,Yes
1336-EZFZY,No
4282-MSACW,Yes
1403-LKLIK,No
2636-ALXXZ,No
7774-OJSXI,Yes
7786-WBJYI,Yes
0136-IFMYD,Yes
5144-TVGLP,Yes
9643-AVVWI,No
0253-ZTEOB,Yes
2706-QZIHY,Yes
6061-PQHMK,No
9885-CSMWE,No
9122-UMROB,No
4232-JGKIY,No
2402-TAIRZ,No
9659-ZTWSM,Yes
6685-GBWJZ,No
3866-MDTUB,No
2195-VVRJF,No
3913-RDSJZ,Yes
8058-JMEQO,Yes
4203-QGNZA,No
5043-TRZWM,No
0697-ZMSWS,Yes
7657-DYEPJ,No
9494-BDNNC,Yes
1640-PLFMP,No
5366-OBVMR,No
8276-MQBYC,Yes
7644-OMVMY,No
7593-XFKDI,No
4573-JKNAE,No
0337-CNPZE,Yes
9817-APLHW,Yes
8380-MQINP,No
0840-DFEZH,Yes
1513-XNPPH,No
8690-ZVLCL,Yes
6015-VVHHE,Yes
1125-SNVCK,No
4616-EWBNJ,No
6347-DCUIK,Yes
1335-HQMKX,Yes
2545-EBUPK,Yes
6923-AQONU,No
2172-EJXVF,Yes
0897-FEGMU,Yes
7663-RGWBC,No
1120-BMWUB,No
9124-LHCJQ,Yes
4536-PLEQY,No
8871-JLMHM,Yes
2235-ZGKPT,Yes
3891-PUQOD,No
5447-VYTKW,No
3623-FQBOX,No
0689-NKYLF,No
8659-HDIYE,Yes
3658-KIBGF,No
5519-YLDGW,Yes
3865-ZFZIB,No
1855-AGAWH,No
7109-CQYUZ,Yes
1370-GGAWX,Yes
4680-KUTAJ,Yes
4946-EDSEW,No
2883-ILGWO,Yes
2516-VQRRV,Yes
7580-UGXNC,No
3642-BYHDO,No
9629-NHXFW,No
2696-RZVZW,Yes
5766-FTRTS,No
0396-HUJBP,No
5178-LMXOP,Yes
8879-ZKJOF,No
6285-FTQBF,Yes
8185-UPYBR,Yes
4585-HETAI,No
7526-BEZQB,Yes
1474-JUWSM,Yes
3530-CRZSB,No
8498-XXGWA,No
9617-INGJY,No
0621-TSSMU,No
7234-KMNRQ,No
7636-PEPNS,No
4683-WYDOU,Yes
9052-DHNKM,Yes
6794-HKIAJ,Yes
5578-NKCXI,No
1642-HMARX,Yes
3096-WPXBT,Yes
8434-PNQZX,Yes
5950-AAAGJ,Yes
4299-OPXEJ,No
4951-UKAAQ,Yes
9618-LFJRU,No
6693-DJWTY,No
0744-GKNGE,Yes
6447-EGDIV,No
1167-OYZJF,No
2108-YKQTY,No
4806-DXQCE,Yes
4918-QLLIW,No
7056-IMHCC,Yes
4854-SSLTN,No
5294-DMSFH,No
1625-JAIIY,Yes
0603-OLQDC,No
3272-VUHPV,No
4176-FXYBO,Yes
1063-DHQJF,No
8663-UPDGF,Yes
6719-FGEDO,Yes
2947-DOMLJ,No
4112-LUEIZ,No
0369-ZGOVK,No
4510-HIMLV,No
9919-KNPOO,Yes
8749-JMNKX,Yes
7872-BAAZR,No
9391-LMANN,No
2430-USGXP,Yes
8174-TBVCF,Yes
1698-XFZCI,Yes
1877-HKBQX,No
4450-DLLMH,No
0428-AXXLJ,No
2746-DIJLO,Yes
5955-ERIHD,Yes
0917-EZOLA,Yes
3508-VLHCZ,Yes
4086-ATNFV,No
0468-YRPXN,No
5996-NRVXR,No
7047-FWEYA,Yes
2000-MPKCA,Yes
9762-YAQAA,Yes
5949-EBSQK,No
5473-KHBPS,Yes
0100-DUVFC,Yes
5397-TUPSH,No
8950-MTZNV,No
0326-VDYXE,Yes
7274-RTAPZ,No
0436-TWFFZ,Yes
8566-YPRGL,No
0311-UNPFF,No
6609-MXJHJ,Yes
2669-OIDSD,No
8400-WZICQ,No
3834-XUIFC,Yes
9576-SYUHJ,Yes
0410-IPFTY,No
2831-EBWRN,No
9430-NKQLY,Yes
8414-MYSHR,No
0247-SLUJI,No
9402-ORRAH,No
6483-OATDN,No
1293-HHSHJ,No
4840-ORQXB,Yes
7599-FKVXZ,Yes
3982-DQLUS,Yes
8610-ZIKJJ,No
3756-VNWDH,Yes
7801-KICAO,Yes
7673-LPRNY,Yes
8229-TNIQA,No
6060-QBMGV,No
7339-POGZN,Yes
2828-SLQPF,No
4465-VDKIQ,No
2921-XWDJH,No
6221-AVQYL,Yes
2558-BUOZZ,Yes
9257-AZMTZ,No
0003-MKNFE,Yes
0975-UYDTX,Yes
7743-EXURX,No
4682-BLBUC,No
5968-VXZLG,No
5569-KGJHX,Yes
4988-IQIGL,Yes
5201-FRKKS,No
9799-CAYJJ,No
7730-IUTDZ,No
0426-TIRNE,No
5443-SCMKX,Yes
8295-KMENE,Yes
9821-BESNZ,Yes
3678-MNGZX,No
2916-BQZLN,Yes
4558-CGYCZ,No
2368-GAKKQ,Yes
8710-YGLWG,No
3199-XGZCY,Yes
3785-KTYSH,Yes
6814-ZPWFQ,Yes
4063-EIKNQ,No
6993-YCOBK,Yes
5206-HPJKM,No
7587-RZNME,No
0748-RDGGM,No
8393-JMVMB,No
5019-GQVCR,Yes
6036-TTFYU,No
2550-AEVRU,No
0969-RGKCU,No
0378-CJKPV,Yes
4706-AXVKM,Yes
5889-JTMUL,Yes
9026-RNUJS,No
3746-EUBYR,Yes
2332-EFBJY,No
2880-FPNAE,No
1703-MGIAB,Yes
4311-QTTAI,No
9474-PHLYD,No
4318-RAJVY,No
2165-VOEGB,No
3612-YUNGG,Yes
2254-DLXRI,Yes
5062-CJJKH,No
9028-LIHRP,No
2219-MVUSO,No
1053-MXTTK,No
0853-TWRVK,Yes
8914-RBTSB,Yes
6212-ATMLK,Yes
8200-LGKSR,Yes
1568-BEKZM,Yes
0670-ANMUU,Yes
6897-RWMUB,No
0963-ZBDRN,No
7594-RQHXR,No
6999-CHVCF,Yes
6134-KWTBV,Yes
1077-HUUJM,No
6331-EWIEB,Yes
0895-LNKRC,No
8417-GSODA,Yes
5171-EPLKN,No
4452-QIIEB,No
5998-VVEJY,Yes
1624-NALOJ,Yes
6741-EGCBI,Yes
7820-ZYGNY,Yes
4317-VTEOA,No
9677-AVKED,Yes
1670-SVOWZ,No
2227-JRSJX,No
9847-HNVGP,No
6696-YDAYZ,No
8980-WQFWL,No
1730-ZMAME,No
6506-EYCNH,No
4634-JLRJT,No
2560-QTSBS,Yes
7541-YLXCL,No
4795-WRNVT,No
6080-TCMYC,Yes
0260-ZDLGK,No
7860-UXCRM,No
6357-JJPQT,No
9552-TGUZV,No
5913-INRQV,No
6210-KBBPI,Yes
9643-YBLUR,Yes
8734-FNWVH,Yes
9447-YPTBX,No
0133-BMFZO,No
6128-CZOMY,No
9540-JYROE,No
2260-USTRB,No
3656-TKRVZ,No
7011-CVEUC,No
6185-TASNN,No
7925-PNRGI,Yes
8623-TMRBY,Yes
1552-CZCLL,No
3038-PQIUY,Yes
1501-SGHBW,No
9313-CDOGY,No
8148-BPLZQ,No
2623-DRYAM,Yes
9987-LUTYD,No
3208-YPIOE,Yes
4488-KQFDT,Yes
2612-RANWT,Yes
5693-PIPCS,No
0491-KAPQG,Yes
6900-PXRMS,Yes
8707-RMEZH,No
3209-ZPKFI,Yes
6479-VDGRK,No
3569-JFODW,Yes
9819-FBNSV,No
9544-PYPSJ,Yes
1591-XWLGB,No
0396-UKGAI,No
3243-ZHOHY,No
5186-EJEGL,No
7527-QNRUS,Yes
9986-BONCE,No
2722-JMONI,No
2203-GHNWN,Yes
3878-AVSOQ,No
3258-SYSWS,Yes
5296-PSYVW,Yes
6319-QSUSR,No
4083-EUGRJ,No
7579-OOPEC,No
0512-FLFDW,Yes
1771-OADNZ,Yes
0487-CRLZF,No
2107-FBPTK,Yes
9451-WLYRI,No
8219-VYBVI,Yes
1991-VOPLL,No
9738-QLWTP,No
1016-DJTSV,No
9419-IPPBE,Yes
0174-QRVVY,Yes
5699-BNCAS,Yes
2900-PHPLN,No
8751-EDEKA,No
6878-GGDWG,No
4039-PIMHX,No
8450-LUGUK,Yes
3604-WLABM,No
0795-GMVQO,Yes
1142-IHLOO,No
6410-LEFEN,No
4633-MKHYU,No
6257-RJOHI,No
1545-JFUML,Yes
3194-ORPIK,Yes
7826-VVKWT,No
1353-GHZOS,No
2587-EKXTS,Yes
5442-BXVND,Yes
8816-VXNZD,Yes
9378-FXTIZ,Yes
1723-HKXJQ,Yes
7825-GKXMW,No
9753-OYLBX,No
2364-UFROM,No
6473-ULUHT,Yes
1240-KNSEZ,No
4433-JCGCG,Yes
3716-BDVDB,No
7688-AWMDX,No
2842-BCQGE,Yes
5899-MQZZL,Yes
6849-OYAMU,No
5312-UXESG,Yes
9488-HGMJH,No
2150-WLKUW,Yes
7159-FVYPK,Yes
7032-LMBHI,Yes
1150-WFARN,Yes
6088-BXMRG,Yes
3144-AUDBS,No
4821-SJHJV,Yes
7346-MEDWM,Yes
1137-DGOWI,No
5616-PRTNT,No
3812-LRZIR,Yes
4818-QIUFN,Yes
9483-GCPWE,No
4227-OJHAL,Yes
9220-CXRSC,Yes
4993-JCRGJ,Yes
9537-JALFH,No
6698-OXETB,No
2103-ZRXFN,Yes
3724-BSCVH,No
4877-TSOFF,Yes
9209-NWPGU,No
6961-VCPMC,No
7306-YDSOI,No
5288-AHOUP,No
6688-UZPWD,Yes
0655-YDGFJ,No
8468-EHYJA,Yes
6823-SIDFQ,No
1097-FSPVW,No
2839-RFSQE,No
7010-ZMVBF,No
5201-CBWYG,Yes
0968-GSIKN,No
1965-DDBWU,Yes
9057-SIHCH,Yes
6352-GIGGQ,Yes
3635-QQRQD,No
6771-XWBDM,Yes
2897-DOVND,No
3082-YVEKW,Yes
7134-HBPBS,Yes
3489-HHPFY,Yes
2926-JEJJC,No
8601-QACRS,Yes
5789-LDFXO,Yes
0508-OOLTO,No
2984-TBYKU,Yes
9822-WMWVG,Yes
2391-SOORI,No
9040-KZVWO,No
2645-QTLMB,No
4806-HIPDW,No
1548-ARAGG,Yes
6339-RZCBJ,No
4424-TKOPW,Yes
4415-WNGVR,No
2522-AHJXR,Yes
0412-UCCNP,No
7096-UCLNH,No
8443-ZRDBZ,Yes
4615-PIVVU,No
8885-QSQBX,No
7479-NITWS,Yes
8617-ENBDS,No
9385-NXKDA,Yes
0430-IHCDJ,Yes
2959-MJHIC,No
6674-KVJHG,Yes
1814-DKOLC,Yes
4201-JMNGR,No
9351-HXDMR,Yes
3537-HPKQT,Yes
2129-ALKBS,Yes
5821-MMEIL,No
5960-WPXQM,No
0684-AOSIH,No
1309-XGFSN,Yes
1866-RZZQS,Yes
6968-URWQU,No
4742-TXUEX,No
9631-XEYKE,Yes
8631-NBHFZ,Yes
1335-MXCSE,No
8873-TMKGR,No
8800-JOOCF,Yes
1469-LBJQJ,Yes
4958-XCBDQ,Yes
8337-UPOAQ,Yes
0064-YIJGF,Yes
2386-OWURY,No
1725-IQNIY,No
0310-VQXAM,No
6598-RFFVI,No
3453-RTHJQ,No
6712-OAWRH,No
6278-FEPBZ,No
4280-DLSHD,No
1508-DFXCU,No
8614-VGMMV,Yes
7868-BGSZA,Yes
2800-QQUSO,Yes
2930-UOTMB,Yes
7973-DZRKH,Yes
5914-DVBWJ,Yes
7698-YFGEZ,No
2533-QVMSK,Yes
9773-PEQBZ,Yes
8644-XLFBW,No
0650-BWOZN,No
8625-AZYZY,Yes
7785-RDVIG,No
9602-WCXPI,No
2903-YYTBW,No
3620-MWJNE,No
8573-JGCZW,No
6837-HAEVO,Yes
6701-YVNQG,Yes
9306-CPCBC,Yes
4304-XUMGI,Yes
9504-YAZWB,No
8819-ZBYNA,Yes
9481-IEBZY,Yes
1833-VGRUM,Yes
6137-NICCO,Yes
9065-ZCPQX,Yes
6402-EJMWF,No
3620-EHIMZ,No
3213-VVOLG,Yes
6870-ECSHE,No
8747-UDCOI,No
8374-XGEJJ,Yes
2656-TABEH,Yes
6946-LMSQS,Yes
4626-OZDTJ,Yes
9169-BSVIN,Yes
2325-ZUSFD,No
8194-PEEBY,No
6872-HXFNF,Yes
3932-CMDTD,No
7714-YXSMB,Yes
8387-UGUSU,No
