customerID,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies
8200-LGKSR,DSL,Yes,No,Yes,Yes,Yes,Yes
1568-BEKZM,DSL,Yes,Yes,Yes,Yes,Yes,Yes
0670-ANMUU,Fiber optic,Yes,No,No,Yes,No,Yes
6897-RWMUB,DSL,Yes,Yes,Yes,Yes,No,No
0963-ZBDRN,Fiber optic,No,No,No,Yes,Yes,Yes
7594-RQHXR,Fiber optic,No,No,No,No,No,Yes
6999-CHVCF,Fiber optic,Yes,Yes,Yes,No,No,Yes
1077-HUUJM,Fiber optic,No,No,No,No,No,No
6331-EWIEB,Fiber optic,No,No,No,No,Yes,No
2045-BMBTJ,DSL,Yes,Yes,Yes,No,Yes,Yes
8417-GSODA,Fiber optic,No,No,No,No,Yes,Yes
4452-QIIEB,DSL,No,No,No,No,No,No
5998-VVEJY,Fiber optic,No,No,No,Yes,No,No
1624-NALOJ,Fiber optic,No,Yes,No,No,No,Yes
6741-EGCBI,Fiber optic,Yes,No,No,No,No,Yes
7820-ZYGNY,Fiber optic,No,Yes,No,No,No,Yes
4317-VTEOA,DSL,No,Yes,No,No,No,No
9677-AVKED,DSL,No,Yes,Yes,Yes,Yes,Yes
1670-SVOWZ,Fiber optic,No,Yes,No,Yes,No,Yes
2227-JRSJX,Fiber optic,No,Yes,No,Yes,Yes,Yes
8980-WQFWL,DSL,No,No,Yes,No,No,Yes
1730-ZMAME,Fiber optic,No,No,No,No,No,Yes
9501-UKKNL,DSL,No,No,No,Yes,Yes,Yes
7541-YLXCL,DSL,No,Yes,No,Yes,No,Yes
4795-WRNVT,DSL,Yes,Yes,No,No,Yes,No
6080-TCMYC,Fiber optic,No,No,Yes,No,No,No
0260-ZDLGK,DSL,No,No,Yes,Yes,Yes,Yes
7860-UXCRM,DSL,Yes,Yes,Yes,Yes,Yes,No
6357-JJPQT,Fiber optic,No,No,No,No,Yes,No
2292-XQWSV,DSL,No,Yes,Yes,Yes,Yes,Yes
9552-TGUZV,Fiber optic,Yes,No,No,No,No,No
5913-INRQV,Fiber optic,Yes,No,No,Yes,Yes,No
8722-NGNBH,DSL,Yes,No,Yes,Yes,No,No
6210-KBBPI,Fiber optic,No,Yes,No,No,Yes,Yes
9643-YBLUR,DSL,No,Yes,Yes,No,No,Yes
8734-FNWVH,DSL,No,No,No,No,No,Yes
0133-BMFZO,Fiber optic,Yes,Yes,No,Yes,No,No
6128-CZOMY,DSL,No,No,No,No,No,No
9540-JYROE,Fiber optic,No,No,No,No,No,No
9026-LHEVG,DSL,No,Yes,No,No,No,Yes
2260-USTRB,Fiber optic,No,No,No,No,No,No
3656-TKRVZ,DSL,Yes,Yes,No,No,No,No
7011-CVEUC,Fiber optic,No,No,No,Yes,Yes,Yes
6185-TASNN,DSL,No,No,No,No,No,No
7925-PNRGI,DSL,Yes,Yes,Yes,Yes,Yes,No
8623-TMRBY,Fiber optic,No,Yes,Yes,No,No,No
3038-PQIUY,DSL,Yes,Yes,Yes,No,No,No
1501-SGHBW,DSL,No,No,No,No,No,No
8148-BPLZQ,DSL,No,Yes,No,No,No,No
2623-DRYAM,Fiber optic,No,No,Yes,No,Yes,Yes
9987-LUTYD,DSL,Yes,No,No,Yes,No,No
3208-YPIOE,Fiber optic,No,No,No,No,No,No
4488-KQFDT,Fiber optic,No,Yes,Yes,No,Yes,Yes
2612-RANWT,Fiber optic,No,No,Yes,No,Yes,Yes
5693-PIPCS,Fiber optic,No,Yes,No,Yes,Yes,Yes
0491-KAPQG,Fiber optic,No,No,No,No,No,No
1925-LFCZZ,DSL,No,No,Yes,No,Yes,Yes
8039-EQPIM,DSL,Yes,No,Yes,Yes,Yes,Yes
6900-PXRMS,Fiber optic,No,Yes,Yes,No,Yes,Yes
8707-RMEZH,Fiber optic,Yes,Yes,No,No,No,Yes
3346-BRMIS,DSL,No,No,Yes,No,Yes,Yes
3209-ZPKFI,DSL,No,Yes,No,No,No,No
6479-VDGRK,DSL,Yes,Yes,Yes,Yes,Yes,Yes
9373-WSLOY,DSL,No,Yes,Yes,Yes,Yes,No
2933-FILNV,DSL,No,No,No,No,No,No
3569-JFODW,DSL,Yes,Yes,Yes,Yes,Yes,Yes
9819-FBNSV,Fiber optic,No,No,No,No,No,No
9544-PYPSJ,Fiber optic,No,Yes,Yes,No,No,Yes
0396-UKGAI,DSL,No,Yes,No,Yes,No,No
5186-EJEGL,DSL,Yes,No,Yes,Yes,Yes,No
2722-JMONI,DSL,Yes,No,No,No,No,No
2203-GHNWN,Fiber optic,No,No,Yes,No,No,No
3878-AVSOQ,Fiber optic,No,No,No,No,No,No
3258-SYSWS,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes
7579-OOPEC,DSL,No,Yes,No,No,No,No
0512-FLFDW,Fiber optic,No,No,Yes,No,Yes,Yes
1771-OADNZ,Fiber optic,No,Yes,Yes,No,No,Yes
0487-CRLZF,DSL,No,No,Yes,Yes,Yes,Yes
2107-FBPTK,Fiber optic,No,Yes,Yes,No,Yes,Yes
9738-QLWTP,Fiber optic,No,No,Yes,Yes,No,No
1016-DJTSV,Fiber optic,No,No,No,No,No,No
9419-IPPBE,Fiber optic,No,No,Yes,No,No,Yes
0612-RTZZA,DSL,No,No,No,No,No,No
8106-GWQOK,DSL,Yes,Yes,No,Yes,Yes,Yes
8751-EDEKA,Fiber optic,No,Yes,Yes,No,No,Yes
4039-PIMHX,DSL,No,Yes,No,No,No,No
3604-WLABM,DSL,No,No,Yes,Yes,No,No
0795-GMVQO,Fiber optic,Yes,Yes,Yes,No,Yes,Yes
2259-OUUSZ,DSL,No,No,Yes,Yes,No,No
1142-IHLOO,Fiber optic,No,No,No,No,Yes,Yes
6410-LEFEN,DSL,No,No,No,No,No,No
4633-MKHYU,Fiber optic,No,No,No,No,Yes,Yes
6257-RJOHI,DSL,No,No,No,Yes,No,No
1545-JFUML,Fiber optic,Yes,Yes,Yes,No,Yes,No
3194-ORPIK,Fiber optic,No,No,No,No,Yes,No
7826-VVKWT,Fiber optic,No,No,Yes,No,Yes,Yes
1353-GHZOS,DSL,Yes,No,No,No,Yes,No
2587-EKXTS,Fiber optic,Yes,Yes,Yes,No,Yes,Yes
8816-VXNZD,Fiber optic,No,No,No,No,No,No
9378-FXTIZ,DSL,No,No,No,No,Yes,Yes
1723-HKXJQ,Fiber optic,No,Yes,No,No,Yes,Yes
7825-GKXMW,DSL,No,No,No,No,No,No
2364-UFROM,DSL,Yes,Yes,No,Yes,Yes,No
6656-JWRQX,DSL,No,No,No,Yes,No,No
6473-ULUHT,DSL,Yes,Yes,No,Yes,Yes,Yes
0836-SEYLU,DSL,No,No,No,Yes,Yes,No
4433-JCGCG,Fiber optic,No,No,Yes,No,Yes,Yes
3716-BDVDB,Fiber optic,No,No,No,No,No,No
7688-AWMDX,DSL,Yes,No,No,Yes,No,No
2842-BCQGE,Fiber optic,No,No,No,No,No,No
7244-QWYHG,DSL,Yes,No,No,Yes,Yes,No
5899-MQZZL,Fiber optic,No,No,No,No,No,No
6849-OYAMU,Fiber optic,No,Yes,No,Yes,Yes,Yes
5312-UXESG,Fiber optic,No,No,Yes,No,Yes,Yes
9488-HGMJH,Fiber optic,No,No,No,No,No,No
6038-GCYEC,DSL,No,Yes,Yes,No,Yes,Yes
2150-WLKUW,DSL,No,Yes,No,No,Yes,No
7159-FVYPK,DSL,No,Yes,Yes,No,Yes,No
7032-LMBHI,DSL,Yes,No,No,No,Yes,No
1150-WFARN,Fiber optic,Yes,No,Yes,Yes,Yes,Yes
6088-BXMRG,Fiber optic,No,Yes,No,No,Yes,Yes
3144-AUDBS,DSL,No,No,No,Yes,No,No
4821-SJHJV,Fiber optic,Yes,No,No,No,Yes,No
7346-MEDWM,Fiber optic,No,Yes,Yes,No,No,No
1137-DGOWI,DSL,No,Yes,Yes,Yes,No,Yes
4818-QIUFN,Fiber optic,Yes,No,No,No,No,No
4227-OJHAL,DSL,Yes,Yes,Yes,No,Yes,No
9220-CXRSC,DSL,Yes,No,No,Yes,No,No
4993-JCRGJ,Fiber optic,No,No,Yes,Yes,No,No
2103-ZRXFN,DSL,No,No,No,No,No,No
4877-TSOFF,DSL,Yes,Yes,No,Yes,No,Yes
9209-NWPGU,DSL,Yes,No,No,Yes,Yes,No
6961-VCPMC,Fiber optic,No,No,No,No,No,Yes
7306-YDSOI,DSL,Yes,Yes,Yes,No,No,No
5288-AHOUP,Fiber optic,No,No,No,No,No,Yes
6688-UZPWD,Fiber optic,No,Yes,No,No,Yes,Yes
0655-YDGFJ,DSL,No,No,Yes,No,No,No
8468-EHYJA,Fiber optic,Yes,No,No,No,Yes,Yes
1097-FSPVW,DSL,Yes,No,Yes,No,No,No
8328-SKJNO,DSL,Yes,Yes,No,Yes,No,No
0968-GSIKN,Fiber optic,No,No,No,No,No,No
1965-DDBWU,Fiber optic,No,No,No,Yes,No,Yes
9057-SIHCH,Fiber optic,No,No,No,No,Yes,Yes
6352-GIGGQ,DSL,Yes,Yes,Yes,Yes,Yes,Yes
6771-XWBDM,Fiber optic,No,Yes,Yes,No,Yes,Yes
2897-DOVND,Fiber optic,No,No,No,No,No,No
3082-YVEKW,DSL,Yes,No,Yes,Yes,Yes,No
0191-EQUUH,DSL,Yes,No,No,Yes,No,No
7134-HBPBS,Fiber optic,No,Yes,Yes,Yes,Yes,Yes
3489-HHPFY,Fiber optic,No,No,No,No,Yes,No
8601-QACRS,DSL,No,No,No,No,No,No
4950-BDEUX,DSL,No,No,Yes,No,Yes,Yes
0508-OOLTO,Fiber optic,No,No,No,No,No,No
2984-TBYKU,Fiber optic,Yes,Yes,Yes,Yes,No,Yes
9822-WMWVG,Fiber optic,Yes,Yes,Yes,Yes,Yes,No
2391-SOORI,DSL,Yes,No,No,No,No,No
9040-KZVWO,Fiber optic,No,Yes,No,No,No,No
2645-QTLMB,Fiber optic,No,Yes,No,No,Yes,Yes
4806-HIPDW,Fiber optic,No,No,No,No,No,No
1548-ARAGG,DSL,No,Yes,No,Yes,No,No
6339-RZCBJ,DSL,No,Yes,Yes,Yes,Yes,Yes
4424-TKOPW,Fiber optic,No,No,No,No,Yes,Yes
4415-WNGVR,DSL,Yes,No,Yes,Yes,Yes,Yes
2522-AHJXR,Fiber optic,Yes,No,Yes,Yes,Yes,Yes
0412-UCCNP,DSL,Yes,No,Yes,Yes,No,No
1816-FLZDK,DSL,No,No,No,Yes,No,No
8443-ZRDBZ,Fiber optic,No,No,No,No,No,No
9136-ALYBR,DSL,No,No,No,No,No,No
4615-PIVVU,DSL,No,No,Yes,Yes,No,Yes
8885-QSQBX,DSL,Yes,No,No,No,No,No
7479-NITWS,Fiber optic,No,No,Yes,No,Yes,No
8617-ENBDS,Fiber optic,No,No,Yes,No,No,No
9385-NXKDA,DSL,Yes,Yes,Yes,No,Yes,Yes
0430-IHCDJ,DSL,No,No,No,No,No,No
2959-MJHIC,Fiber optic,No,No,No,No,Yes,No
4201-JMNGR,DSL,Yes,No,Yes,No,No,No
9351-HXDMR,Fiber optic,Yes,No,Yes,Yes,Yes,Yes
3537-HPKQT,Fiber optic,No,Yes,No,No,No,No
5960-WPXQM,Fiber optic,No,No,No,No,Yes,No
0684-AOSIH,Fiber optic,Yes,No,No,No,Yes,Yes
8260-NGFNY,DSL,No,No,No,No,No,No
1309-XGFSN,DSL,No,Yes,Yes,No,Yes,Yes
1866-RZZQS,Fiber optic,No,No,Yes,No,Yes,Yes
6968-URWQU,DSL,No,No,No,No,Yes,No
9631-XEYKE,DSL,No,No,No,No,No,No
8631-NBHFZ,DSL,Yes,Yes,Yes,Yes,Yes,No
1335-MXCSE,DSL,No,No,Yes,Yes,No,No
8800-JOOCF,Fiber optic,No,No,No,No,Yes,No
1469-LBJQJ,Fiber optic,No,Yes,Yes,No,Yes,Yes
4958-XCBDQ,Fiber optic,No,No,Yes,No,Yes,Yes
8337-UPOAQ,Fiber optic,No,No,Yes,No,No,Yes
0064-YIJGF,Fiber optic,No,No,No,No,No,No
2386-OWURY,Fiber optic,No,No,No,Yes,Yes,Yes
1725-IQNIY,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes
3453-RTHJQ,Fiber optic,No,No,No,No,No,No
6712-OAWRH,Fiber optic,No,No,No,No,Yes,Yes
4280-DLSHD,DSL,No,Yes,Yes,No,No,No
1508-DFXCU,Fiber optic,No,No,No,No,Yes,No
8614-VGMMV,DSL,No,No,No,No,No,No
7868-BGSZA,DSL,Yes,No,Yes,No,Yes,Yes
2800-QQUSO,Fiber optic,No,No,No,Yes,Yes,Yes
2930-UOTMB,DSL,Yes,No,Yes,Yes,No,No
7973-DZRKH,Fiber optic,Yes,No,Yes,Yes,No,No
5914-DVBWJ,Fiber optic,No,Yes,No,Yes,No,No
2533-QVMSK,Fiber optic,No,Yes,No,Yes,Yes,No
9773-PEQBZ,Fiber optic,No,Yes,No,No,No,No
8644-XLFBW,Fiber optic,No,No,No,No,No,No
0650-BWOZN,Fiber optic,No,Yes,No,No,No,No
8625-AZYZY,Fiber optic,No,Yes,Yes,No,Yes,Yes
2903-YYTBW,DSL,No,No,No,No,No,No
3620-MWJNE,DSL,Yes,No,No,Yes,No,No
6837-HAEVO,Fiber optic,No,Yes,Yes,No,Yes,Yes
6701-YVNQG,DSL,Yes,Yes,Yes,Yes,Yes,Yes
9306-CPCBC,Fiber optic,No,No,No,No,No,No
4304-XUMGI,DSL,Yes,Yes,Yes,No,No,Yes
8819-ZBYNA,Fiber optic,Yes,Yes,No,Yes,Yes,Yes
6174-NRBTZ,DSL,Yes,No,No,No,No,No
9481-IEBZY,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes
1833-VGRUM,Fiber optic,No,No,No,No,No,No
6137-NICCO,Fiber optic,No,Yes,Yes,No,Yes,No
9065-ZCPQX,DSL,Yes,Yes,Yes,Yes,No,Yes
6402-EJMWF,DSL,No,No,No,No,No,Yes
8374-XGEJJ,Fiber optic,No,Yes,No,No,Yes,Yes
2656-TABEH,Fiber optic,No,Yes,No,No,Yes,Yes
6946-LMSQS,Fiber optic,Yes,No,No,No,No,Yes
4626-OZDTJ,DSL,No,Yes,No,Yes,Yes,Yes
9169-BSVIN,DSL,No,No,Yes,No,Yes,Yes
2325-ZUSFD,DSL,Yes,No,No,No,Yes,Yes
6872-HXFNF,DSL,No,No,Yes,Yes,No,No
3932-CMDTD,Fiber optic,No,Yes,Yes,Yes,Yes,Yes
7714-YXSMB,Fiber optic,No,No,Yes,No,Yes,Yes
4039-HEUNW,Fiber optic,No,Yes,No,No,Yes,Yes
1194-HVAIF,Fiber optic,No,No,No,No,Yes,Yes
0812-WUPTB,Fiber optic,No,No,No,No,No,No
3594-UVONA,DSL,Yes,No,Yes,Yes,Yes,Yes
0004-TLHLJ,Fiber optic,No,No,Yes,No,No,No
1767-TGTKO,DSL,No,No,No,No,No,No
8805-JNRAZ,DSL,No,Yes,No,No,No,No
5089-IFSDP,Fiber optic,Yes,Yes,Yes,No,Yes,Yes
6418-HNFED,DSL,Yes,Yes,Yes,Yes,Yes,Yes
7128-GGCNO,Fiber optic,No,No,No,No,No,No
0237-YFUTL,Fiber optic,Yes,Yes,No,Yes,Yes,Yes
7691-KGKGP,DSL,No,Yes,No,Yes,Yes,No
6710-HSJRD,Fiber optic,No,Yes,Yes,Yes,Yes,Yes
0840-DCNZE,DSL,Yes,Yes,Yes,Yes,Yes,Yes
1732-FEKLD,Fiber optic,No,Yes,Yes,No,Yes,No
9862-KJTYK,DSL,No,No,No,No,No,No
0479-HMSWA,Fiber optic,No,Yes,Yes,Yes,Yes,Yes
0365-BZUWY,Fiber optic,No,Yes,Yes,No,Yes,Yes
4817-VYYWS,Fiber optic,No,Yes,No,No,Yes,Yes
4922-CVPDX,DSL,No,Yes,Yes,No,Yes,Yes
1396-QWFBJ,Fiber optic,No,Yes,No,No,No,No
1357-BIJKI,Fiber optic,No,Yes,No,No,Yes,Yes
1099-BTKWT,DSL,Yes,No,Yes,No,Yes,Yes
5299-SJCZT,Fiber optic,No,No,Yes,No,Yes,Yes
2018-PZKMU,Fiber optic,No,No,Yes,Yes,Yes,Yes
7340-KEFQE,DSL,Yes,No,No,Yes,No,No
4570-QHXHL,DSL,No,No,No,No,No,No
2403-BCASL,Fiber optic,No,Yes,Yes,Yes,Yes,Yes
7392-YYPYJ,Fiber optic,No,Yes,No,No,Yes,Yes
2898-LSJGD,DSL,Yes,No,Yes,No,Yes,Yes
2223-GDSHL,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes
7359-PTSXY,DSL,No,No,No,No,No,No
9470-RTWDV,DSL,No,No,Yes,Yes,Yes,Yes
2176-OSJUV,DSL,Yes,Yes,No,Yes,No,No
9348-YVOMK,DSL,No,No,No,No,No,No
8104-OSKWT,Fiber optic,Yes,No,No,No,No,No
4521-YEEHE,Fiber optic,No,No,No,Yes,Yes,No
4090-KPJIP,Fiber optic,No,No,No,No,No,No
3786-WOVKF,Fiber optic,Yes,Yes,No,No,Yes,Yes
4503-BDXBD,Fiber optic,No,Yes,No,No,No,No
6086-ESGRL,Fiber optic,No,No,No,No,No,Yes
3886-CERTZ,Fiber optic,No,Yes,Yes,Yes,Yes,Yes
7995-ZHHNZ,DSL,Yes,No,No,No,No,No
5816-SCGFC,DSL,No,Yes,No,No,No,No
5989-AXPUC,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes
8015-IHCGW,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes
9278-VZKCD,Fiber optic,Yes,Yes,Yes,No,Yes,Yes
2773-OVBPK,Fiber optic,No,Yes,Yes,Yes,Yes,Yes
5999-LCXAO,DSL,Yes,No,No,No,No,No
5206-XZZQI,Fiber optic,No,Yes,No,Yes,No,No
5759-RCVCB,DSL,No,No,No,No,Yes,No
6372-RFVNS,Fiber optic,No,No,No,No,Yes,No
2139-FQHLM,Fiber optic,No,No,Yes,Yes,Yes,No
8261-GWDBQ,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes
8938-UMKPI,Fiber optic,No,Yes,Yes,No,Yes,Yes
0991-BRRFB,DSL,Yes,No,No,No,No,No
3882-IYOIJ,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes
3115-JPJDD,Fiber optic,Yes,No,Yes,No,No,No
5600-KTXFM,Fiber optic,No,No,No,No,No,No
3871-IKPYH,Fiber optic,No,No,No,No,No,No
6319-IEJWJ,Fiber optic,No,No,No,No,Yes,Yes
9025-AOMKI,Fiber optic,No,No,No,No,Yes,Yes
6339-TBELP,Fiber optic,No,No,Yes,Yes,No,No
7964-YESJC,DSL,Yes,Yes,Yes,No,No,No
6173-GOLSU,Fiber optic,No,No,No,No,Yes,Yes
5275-SQEIZ,Fiber optic,No,No,No,No,No,Yes
7716-YTYHG,Fiber optic,No,No,No,No,No,Yes
9938-ZREHM,DSL,No,Yes,No,Yes,No,Yes
7950-XWOVN,DSL,No,Yes,Yes,No,No,No
4647-MUZON,Fiber optic,No,No,Yes,No,Yes,Yes
9702-AIUJO,DSL,No,No,No,No,No,No
8849-PRIQJ,Fiber optic,Yes,No,Yes,Yes,Yes,Yes
8851-RAGOV,DSL,Yes,Yes,No,Yes,No,Yes
1304-NECVQ,Fiber optic,No,No,Yes,No,No,No
1729-VLAZJ,DSL,Yes,Yes,No,Yes,No,No
0701-TJSEF,DSL,Yes,No,Yes,Yes,No,Yes
6629-LADHQ,DSL,Yes,No,No,No,No,No
8945-GRKHX,Fiber optic,No,No,No,No,No,Yes
1559-DTODC,DSL,No,No,No,No,No,No
6959-UWKHF,DSL,No,No,No,No,No,No
8720-RQSBJ,DSL,No,No,No,No,No,No
3815-SLMEF,DSL,Yes,No,No,Yes,No,No
5154-VEKBL,DSL,Yes,No,Yes,Yes,Yes,Yes
4324-AHJKS,DSL,Yes,No,Yes,No,No,No
4355-CVPVS,Fiber optic,No,No,No,No,Yes,Yes
4495-LHSSK,DSL,Yes,No,No,No,No,No
5655-JSMZM,Fiber optic,No,No,No,No,Yes,Yes
5915-ANOEI,DSL,Yes,Yes,Yes,Yes,Yes,No
9861-PDSZP,Fiber optic,No,Yes,Yes,Yes,Yes,Yes
4505-EXZHB,Fiber optic,No,No,Yes,No,No,No
7225-CBZPL,Fiber optic,No,No,No,No,Yes,Yes
6704-UTUKK,DSL,No,No,No,No,Yes,Yes
4587-VVTOX,Fiber optic,No,Yes,Yes,No,Yes,Yes
2019-HDCZY,Fiber optic,No,No,Yes,No,Yes,Yes
4652-NNHNY,Fiber optic,No,No,No,No,No,No
8788-DOXSU,DSL,No,No,Yes,No,No,Yes
7404-JLKQG,DSL,No,No,Yes,No,Yes,No
7421-ZLUPA,DSL,No,Yes,No,No,No,No
8972-HJWNV,Fiber optic,No,No,No,No,No,Yes
2632-IVXVF,Fiber optic,Yes,No,Yes,Yes,Yes,Yes
3692-JHONH,Fiber optic,No,Yes,Yes,No,Yes,Yes
8915-NNTRC,Fiber optic,Yes,Yes,No,Yes,Yes,Yes
2920-RNCEZ,Fiber optic,No,No,No,No,No,No
2541-YGPKE,DSL,Yes,No,No,Yes,No,Yes
5382-TEMLV,DSL,Yes,No,No,No,No,No
3441-CGZJH,DSL,Yes,No,Yes,Yes,Yes,Yes
9592-ERDKV,DSL,Yes,No,Yes,No,Yes,Yes
2860-RANUS,Fiber optic,No,No,No,No,No,Yes
5261-QSHQM,DSL,No,No,No,No,No,No
4778-IZARL,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes
0432-CAJZV,Fiber optic,No,No,No,No,Yes,Yes
8868-WOZGU,Fiber optic,No,Yes,Yes,No,Yes,Yes
1200-TUZHR,Fiber optic,No,No,No,No,No,Yes
1334-FJSVR,DSL,No,No,No,No,No,No
7130-CTCUS,DSL,Yes,Yes,No,No,No,No
6242-FEGFD,Fiber optic,Yes,Yes,Yes,Yes,No,No
7625-XCQRH,Fiber optic,No,No,No,No,No,No
6194-HBGQN,DSL,Yes,Yes,Yes,Yes,Yes,No
7634-WSWDB,DSL,Yes,No,No,No,No,Yes
6986-IXNDM,Fiber optic,No,No,No,No,Yes,Yes
1731-TVIUK,Fiber optic,No,Yes,No,Yes,No,Yes
2987-BJXIK,DSL,Yes,Yes,Yes,No,Yes,Yes
9769-TSBZE,DSL,Yes,Yes,No,Yes,No,No
0406-BPDVR,Fiber optic,No,Yes,No,No,Yes,Yes
0618-XWMSS,Fiber optic,Yes,No,No,No,No,No
6023-GSSXW,DSL,No,Yes,No,No,No,Yes
6752-APNJL,DSL,Yes,Yes,No,No,No,No
5276-KQWHG,Fiber optic,No,No,No,No,No,No
0420-HLGXF,Fiber optic,No,No,Yes,No,Yes,Yes
7446-KQISO,Fiber optic,No,Yes,Yes,Yes,Yes,Yes
9823-EALYC,DSL,Yes,Yes,Yes,Yes,Yes,No
5803-NQJZO,DSL,Yes,Yes,Yes,Yes,No,No
0743-HRVFF,DSL,No,No,Yes,Yes,Yes,Yes
4006-HKYHO,DSL,Yes,Yes,Yes,Yes,Yes,Yes
6689-KXGBO,DSL,No,Yes,No,No,No,No
9667-TKTVZ,DSL,No,No,No,Yes,No,No
3657-COGMW,Fiber optic,Yes,Yes,Yes,No,Yes,Yes
8570-KLJYJ,DSL,Yes,No,No,No,No,No
7754-IXRMC,DSL,No,No,No,No,No,No
9473-CBZOP,DSL,Yes,No,Yes,No,No,No
2969-WGHQO,DSL,Yes,Yes,Yes,No,Yes,No
6615-NGGZJ,Fiber optic,No,Yes,No,No,Yes,Yes
4334-HOWRP,DSL,Yes,Yes,Yes,Yes,Yes,Yes
1329-VHWNP,DSL,No,No,No,No,No,No
2984-MIIZL,Fiber optic,No,No,Yes,No,No,No
0266-GMEAO,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes
5590-YRFJT,DSL,No,No,No,No,No,No
5574-NXZIU,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes
0019-GFNTW,DSL,Yes,Yes,Yes,Yes,No,No
4256-ZWTZI,DSL,No,No,No,Yes,No,No
8309-PPCED,Fiber optic,No,Yes,Yes,Yes,Yes,Yes
4098-NAUKP,Fiber optic,No,Yes,Yes,No,No,No
5196-WPYOW,DSL,Yes,Yes,No,Yes,No,No
4608-LCIMN,DSL,No,No,No,No,No,No
1485-YDHMM,Fiber optic,No,Yes,No,Yes,No,Yes
8161-QYMTT,Fiber optic,No,No,No,No,Yes,Yes
9581-GVBXT,DSL,Yes,No,Yes,No,No,No
5862-BRIXZ,DSL,Yes,No,Yes,Yes,Yes,Yes
5404-GGUKR,DSL,No,Yes,No,No,No,No
3308-JSGML,DSL,Yes,No,Yes,Yes,Yes,Yes
2126-GSEGL,DSL,No,Yes,Yes,Yes,Yes,Yes
3677-TNKIO,Fiber optic,No,No,No,No,No,No
0440-QEXBZ,DSL,No,No,No,No,No,No
2434-EEVDB,Fiber optic,Yes,No,Yes,No,Yes,No
6762-QVYJO,DSL,Yes,No,Yes,Yes,Yes,Yes
6199-IWKGC,Fiber optic,No,No,No,Yes,Yes,Yes
2675-DHUTR,Fiber optic,No,Yes,No,No,Yes,Yes
8152-VETUR,Fiber optic,No,Yes,No,No,Yes,Yes
9667-EQRXU,DSL,No,No,Yes,No,Yes,No
7446-YPODE,DSL,Yes,Yes,No,No,No,No
9522-BNTHX,DSL,No,Yes,Yes,No,Yes,Yes
4676-WLUHT,DSL,Yes,Yes,No,No,No,Yes
3329-WDIOK,DSL,No,Yes,No,No,Yes,Yes
2873-ZLIWT,Fiber optic,No,No,Yes,Yes,No,No
3415-TAILE,DSL,No,No,No,No,Yes,Yes
0757-WCUUZ,DSL,No,No,Yes,No,No,Yes
1629-DQQVB,DSL,Yes,No,No,No,No,No
1915-IOFGU,Fiber optic,No,No,No,No,No,No
3045-XETSH,Fiber optic,No,Yes,Yes,No,No,Yes
0374-AACSZ,DSL,Yes,No,No,No,No,No
4872-VXRIL,DSL,Yes,Yes,No,Yes,No,No
9140-CZQZZ,DSL,Yes,Yes,No,Yes,Yes,Yes
9938-TKDGL,Fiber optic,Yes,No,No,Yes,Yes,Yes
0531-ZZJWQ,Fiber optic,No,No,No,No,No,No
6537-QLGEX,DSL,Yes,No,No,No,Yes,No
2688-BHGOG,Fiber optic,No,No,No,No,No,Yes
7683-CBDKJ,DSL,Yes,Yes,No,No,Yes,No
0946-CLJTI,Fiber optic,No,No,Yes,No,Yes,Yes
3160-TYXLT,DSL,Yes,Yes,No,No,No,Yes
1325-USMEC,Fiber optic,Yes,Yes,Yes,No,Yes,No
0916-QOFDP,Fiber optic,No,No,No,No,Yes,Yes
0628-CNQRM,DSL,Yes,No,Yes,Yes,Yes,No
5606-AMZBO,Fiber optic,Yes,No,No,No,No,No
7665-TOALD,Fiber optic,No,No,No,No,No,No
0112-QWPNC,DSL,Yes,No,Yes,Yes,Yes,Yes
0324-BRPCJ,Fiber optic,No,Yes,No,No,Yes,Yes
2777-PHDEI,Fiber optic,No,No,No,No,Yes,No
5640-CAXOA,DSL,No,No,No,Yes,No,Yes
2235-EZAIK,DSL,Yes,Yes,Yes,Yes,Yes,No
1196-AMORA,Fiber optic,No,No,No,No,No,No
4282-YMKNA,Fiber optic,No,No,No,No,No,No
1453-RZFON,DSL,Yes,No,No,No,No,No
8263-OKETD,DSL,No,Yes,No,Yes,No,Yes
2476-YGEFM,Fiber optic,No,No,No,No,No,No
8687-BAFGU,Fiber optic,No,No,No,Yes,No,No
0641-EVBOJ,Fiber optic,Yes,No,No,Yes,No,No
0829-XXPLX,Fiber optic,Yes,No,Yes,No,Yes,No
9974-JFBHQ,Fiber optic,No,Yes,No,Yes,Yes,Yes
6624-JDRDS,DSL,Yes,No,No,No,No,No
9780-FKVVF,DSL,Yes,No,No,No,No,Yes
