customerID,BeginDate,EndDate,Type,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges
8749-JMNKX,2015-08-01,2019-11-01 00:00:00,Month-to-month,Yes,Bank transfer (automatic),93.8,4750.95
7872-BAAZR,2015-09-01,No,One year,No,Bank transfer (automatic),19.55,1007.9
9391-LMANN,2015-09-01,No,One year,No,Electronic check,95.95,5036.9
2430-USGXP,2018-01-01,2020-01-01 00:00:00,Month-to-month,Yes,Electronic check,101.05,2391.8
8174-TBVCF,2014-04-01,No,Two year,Yes,Credit card (automatic),94.8,6859.05
1698-XFZCI,2015-01-01,No,One year,Yes,Electronic check,107.75,6521.9
1877-HKBQX,2019-03-01,No,One year,Yes,Mailed check,54.6,617.85
4450-DLLMH,2019-12-01,No,Month-to-month,Yes,Credit card (automatic),71.3,157.75
0428-AXXLJ,2018-01-01,No,One year,Yes,Bank transfer (automatic),19.5,516.3
2746-DIJLO,2016-09-01,No,One year,Yes,Credit card (automatic),56.3,2364
5955-ERIHD,2018-04-01,2019-10-01 00:00:00,Month-to-month,Yes,Electronic check,94.7,1687.95
0917-EZOLA,2013-10-01,2019-10-01 00:00:00,Two year,Yes,Bank transfer (automatic),104.15,7689.95
3508-VLHCZ,2014-03-01,No,Two year,Yes,Credit card (automatic),90.55,6239.05
4086-ATNFV,2017-04-01,No,One year,Yes,Mailed check,60.8,2042.05
0468-YRPXN,2017-09-01,No,Month-to-month,Yes,Credit card (automatic),98.8,2807.1
5996-NRVXR,2016-10-01,No,One year,Yes,Credit card (automatic),98.15,4116.8
3739-YBWAB,2017-02-01,No,One year,No,Mailed check,35.35,1317.95
7047-FWEYA,2016-04-01,No,One year,Yes,Electronic check,103.15,4594.65
2000-MPKCA,2015-04-01,No,One year,Yes,Electronic check,107.75,6332.75
9762-YAQAA,2016-11-01,No,One year,No,Credit card (automatic),81.4,3213.75
5949-EBSQK,2019-09-01,2020-01-01 00:00:00,Month-to-month,No,Credit card (automatic),61.45,229.55
5473-KHBPS,2015-10-01,No,One year,Yes,Credit card (automatic),95.7,4976.15
0100-DUVFC,2014-04-01,No,One year,Yes,Electronic check,104.8,7308.95
5397-TUPSH,2014-09-01,No,One year,Yes,Bank transfer (automatic),70.95,4555.2
8950-MTZNV,2020-01-01,No,Month-to-month,Yes,Mailed check,44.95,44.95
0326-VDYXE,2014-04-01,No,One year,Yes,Electronic check,97.65,6982.5
6773-LQTVT,2017-09-01,No,Month-to-month,Yes,Mailed check,35.65,1025.15
7274-RTAPZ,2019-09-01,2019-10-01 00:00:00,Month-to-month,Yes,Electronic check,90.55,90.55
0436-TWFFZ,2014-07-01,No,Two year,Yes,Mailed check,85.25,5714.2
8566-YPRGL,2020-01-01,No,Month-to-month,Yes,Mailed check,19.5,19.5
0311-UNPFF,2017-11-01,2020-01-01 00:00:00,Month-to-month,Yes,Bank transfer (automatic),88.8,2274.35
6609-MXJHJ,2017-08-01,No,Two year,Yes,Mailed check,25.1,789.55
2669-OIDSD,2016-02-01,No,Month-to-month,Yes,Credit card (automatic),100.05,4834
8400-WZICQ,2015-07-01,No,Month-to-month,No,Electronic check,55.7,3131.8
3834-XUIFC,2019-04-01,2019-11-01 00:00:00,Month-to-month,Yes,Mailed check,85.2,602.55
9576-SYUHJ,2017-01-01,No,Month-to-month,Yes,Electronic check,91.15,3369.25
0410-IPFTY,2017-07-01,No,Month-to-month,Yes,Bank transfer (automatic),83.85,2674.15
2831-EBWRN,2019-10-01,No,Month-to-month,Yes,Electronic check,45.9,199.75
9430-NKQLY,2014-02-01,No,Two year,Yes,Credit card (automatic),25.1,1790.8
8414-MYSHR,2019-05-01,2019-10-01 00:00:00,Month-to-month,Yes,Electronic check,91.4,449.75
0247-SLUJI,2020-01-01,No,Month-to-month,No,Mailed check,19.7,19.7
9402-ORRAH,2018-11-01,No,Month-to-month,Yes,Electronic check,91.5,1400.3
6483-OATDN,2019-06-01,No,Month-to-month,Yes,Credit card (automatic),51.3,411.6
1293-HHSHJ,2017-03-01,No,One year,No,Mailed check,21.1,741
4840-ORQXB,2015-06-01,No,Month-to-month,No,Electronic check,104.75,5841.35
7599-FKVXZ,2016-05-01,2019-11-01 00:00:00,Month-to-month,Yes,Bank transfer (automatic),106.15,4512.7
3982-DQLUS,2014-09-01,No,Month-to-month,Yes,Electronic check,85.75,5688.45
8610-ZIKJJ,2019-12-01,No,One year,No,Mailed check,20.3,31.9
3756-VNWDH,2014-09-01,No,One year,Yes,Electronic check,100.75,6674.65
7801-KICAO,2018-08-01,No,Month-to-month,Yes,Electronic check,74.15,1345.75
7673-LPRNY,2018-03-01,No,One year,Yes,Electronic check,78.55,1843.05
8229-TNIQA,2019-07-01,2019-11-01 00:00:00,Month-to-month,Yes,Mailed check,45.3,196.95
6060-QBMGV,2014-04-01,No,Two year,No,Credit card (automatic),19.85,1433.8
7339-POGZN,2019-10-01,No,Month-to-month,No,Electronic check,50.7,214.55
2828-SLQPF,2018-07-01,No,Month-to-month,Yes,Bank transfer (automatic),45.0,865.85
4465-VDKIQ,2018-08-01,No,Month-to-month,No,Electronic check,77.8,1358.6
2921-XWDJH,2016-12-01,No,Month-to-month,Yes,Electronic check,83.45,3147.15
6221-AVQYL,2019-11-01,2020-01-01 00:00:00,Month-to-month,Yes,Credit card (automatic),73.25,131.05
2558-BUOZZ,2016-03-01,No,One year,No,Bank transfer (automatic),94.8,4535.85
9257-AZMTZ,2015-10-01,No,Two year,No,Bank transfer (automatic),20.1,1078.75
0003-MKNFE,2019-05-01,No,Month-to-month,No,Mailed check,59.9,542.4
0975-UYDTX,2017-12-01,No,One year,Yes,Credit card (automatic),90.1,2312.55
7743-EXURX,2019-03-01,2019-11-01 00:00:00,Month-to-month,Yes,Electronic check,51.05,415.05
4682-BLBUC,2016-06-01,No,One year,Yes,Electronic check,70.95,3250.45
0975-VOOVL,2019-11-01,No,Month-to-month,No,Mailed check,29.2,98.5
5968-VXZLG,2019-12-01,No,Month-to-month,Yes,Bank transfer (automatic),46.6,87.9
5569-KGJHX,2019-01-01,2019-10-01 00:00:00,Month-to-month,Yes,Bank transfer (automatic),85.35,754.65
4988-IQIGL,2019-12-01,2020-01-01 00:00:00,Month-to-month,Yes,Electronic check,75.35,75.35
5201-FRKKS,2018-01-01,No,Month-to-month,No,Bank transfer (automatic),74.3,1952.25
9799-CAYJJ,2019-12-01,No,Month-to-month,Yes,Electronic check,69.3,153.8
7730-IUTDZ,2016-03-01,2019-10-01 00:00:00,Month-to-month,Yes,Electronic check,75.2,3198.6
0426-TIRNE,2019-11-01,2019-12-01 00:00:00,Month-to-month,No,Mailed check,20.9,20.9
5443-SCMKX,2015-04-01,No,One year,Yes,Electronic check,94.3,5610.15
8295-KMENE,2015-03-01,No,Two year,Yes,Mailed check,76.45,4519.5
6738-ISCBM,2016-06-01,No,One year,Yes,Electronic check,54.0,2440.25
9821-BESNZ,2014-08-01,No,One year,Yes,Electronic check,104.25,6860.6
3678-MNGZX,2014-06-01,No,Two year,No,Bank transfer (automatic),19.95,1377.7
1335-NTIUC,2019-05-01,No,Month-to-month,Yes,Electronic check,24.95,190.25
2916-BQZLN,2018-07-01,No,Month-to-month,Yes,Electronic check,84.75,1651.95
4558-CGYCZ,2019-10-01,No,Month-to-month,No,Mailed check,19.75,78.3
2368-GAKKQ,2014-04-01,No,Two year,Yes,Bank transfer (automatic),113.65,7939.25
8710-YGLWG,2020-01-01,No,Month-to-month,Yes,Mailed check,44.9,44.9
3199-XGZCY,2019-06-01,No,Month-to-month,Yes,Electronic check,75.25,576.7
3785-KTYSH,2015-09-01,No,Two year,No,Mailed check,24.6,1279
6814-ZPWFQ,2015-11-01,No,One year,No,Bank transfer (automatic),25.0,1260.7
4063-EIKNQ,2019-03-01,No,Month-to-month,No,Bank transfer (automatic),20.95,267.35
6993-YCOBK,2015-02-01,No,Two year,Yes,Electronic check,110.6,6586.85
5206-HPJKM,2018-09-01,No,Month-to-month,Yes,Credit card (automatic),55.5,934.15
7587-RZNME,2019-08-01,2019-11-01 00:00:00,Month-to-month,Yes,Electronic check,43.3,123.65
0748-RDGGM,2014-02-01,2019-12-01 00:00:00,One year,Yes,Bank transfer (automatic),109.5,7534.65
8393-JMVMB,2020-01-01,No,Month-to-month,No,Mailed check,19.45,19.45
5019-GQVCR,2016-07-01,No,Month-to-month,Yes,Electronic check,84.85,3645.6
6036-TTFYU,2018-10-01,No,Month-to-month,No,Mailed check,19.6,314.45
2550-AEVRU,2015-05-01,No,One year,No,Electronic check,53.45,3053
0969-RGKCU,2017-01-01,No,One year,No,Credit card (automatic),19.8,677.05
0378-CJKPV,2014-02-01,No,Two year,No,Credit card (automatic),112.1,7965.95
4706-AXVKM,2019-01-01,2019-12-01 00:00:00,Month-to-month,Yes,Credit card (automatic),84.8,906.85
5889-JTMUL,2015-09-01,2019-11-01 00:00:00,Month-to-month,Yes,Electronic check,95.05,4888.7
9026-RNUJS,2019-07-01,2019-12-01 00:00:00,Month-to-month,No,Electronic check,50.35,237.25
3746-EUBYR,2019-12-01,2020-01-01 00:00:00,Month-to-month,Yes,Bank transfer (automatic),74.6,74.6
2332-EFBJY,2018-09-01,2020-01-01 00:00:00,Month-to-month,Yes,Mailed check,19.7,342.4
2880-FPNAE,2019-12-01,No,Month-to-month,Yes,Electronic check,74.2,140.1
1703-MGIAB,2018-09-01,No,Month-to-month,Yes,Mailed check,69.0,1108
4311-QTTAI,2018-10-01,No,One year,No,Credit card (automatic),19.35,295.55
9474-PHLYD,2018-09-01,2019-12-01 00:00:00,Month-to-month,Yes,Electronic check,59.45,892.65
4318-RAJVY,2019-04-01,No,One year,Yes,Mailed check,19.8,198.25
2165-VOEGB,2016-02-01,2019-12-01 00:00:00,One year,Yes,Bank transfer (automatic),105.2,4822.85
3612-YUNGG,2014-10-01,No,Two year,Yes,Credit card (automatic),109.2,6741.15
2254-DLXRI,2020-01-01,No,Month-to-month,Yes,Mailed check,79.15,79.15
5062-CJJKH,2018-01-01,No,One year,No,Mailed check,53.65,1355.45
9028-LIHRP,2014-03-01,No,Two year,No,Credit card (automatic),100.2,7209
2219-MVUSO,2019-02-01,2019-10-01 00:00:00,Month-to-month,Yes,Mailed check,45.15,438.4
1053-MXTTK,2014-02-01,No,Two year,Yes,Bank transfer (automatic),108.65,7726.35
1530-ZTDOZ,2016-01-01,No,Month-to-month,No,Bank transfer (automatic),40.65,2070.75
1301-LOPVR,2017-09-01,No,One year,Yes,Credit card (automatic),55.35,1636.95
0853-TWRVK,2014-02-01,No,Two year,No,Bank transfer (automatic),105.6,7581.5
8914-RBTSB,2017-05-01,2019-12-01 00:00:00,Month-to-month,No,Electronic check,93.8,3019.5
6212-ATMLK,2015-12-01,No,Month-to-month,Yes,Electronic check,95.7,4729.75
8200-LGKSR,2014-03-01,No,Two year,No,Electronic check,83.2,6126.1
1568-BEKZM,2014-04-01,No,Two year,No,Credit card (automatic),90.05,6333.4
0670-ANMUU,2014-03-01,No,One year,No,Credit card (automatic),97.65,6687.85
6897-RWMUB,2015-01-01,No,Two year,Yes,Bank transfer (automatic),68.05,4158.25
0963-ZBDRN,2017-04-01,2019-12-01 00:00:00,Month-to-month,Yes,Electronic check,96.2,3183.4
7594-RQHXR,2019-09-01,2019-10-01 00:00:00,Month-to-month,Yes,Electronic check,79.6,79.6
6999-CHVCF,2014-06-01,No,Two year,Yes,Bank transfer (automatic),102.1,7149.35
6134-KWTBV,2014-12-01,No,Two year,No,Bank transfer (automatic),23.4,1429.65
1077-HUUJM,2019-07-01,No,Month-to-month,Yes,Electronic check,71.05,472.65
6331-EWIEB,2018-02-01,2019-10-01 00:00:00,Month-to-month,Yes,Electronic check,85.25,1734.5
0895-LNKRC,2019-08-01,No,One year,No,Mailed check,19.45,113.5
2045-BMBTJ,2017-05-01,No,Month-to-month,Yes,Bank transfer (automatic),59.45,1884.65
8417-GSODA,2017-10-01,No,One year,No,Bank transfer (automatic),92.2,2568.15
5171-EPLKN,2017-11-01,No,Two year,No,Credit card (automatic),19.85,470
4452-QIIEB,2019-07-01,No,Month-to-month,No,Mailed check,43.9,278.4
5998-VVEJY,2017-08-01,2019-10-01 00:00:00,Month-to-month,Yes,Electronic check,80.5,2088.8
1624-NALOJ,2019-06-01,2019-11-01 00:00:00,Month-to-month,Yes,Electronic check,89.8,502.6
6741-EGCBI,2017-08-01,No,Month-to-month,Yes,Credit card (automatic),90.5,2595.85
7820-ZYGNY,2014-11-01,No,One year,No,Credit card (automatic),90.45,5825.5
4317-VTEOA,2019-11-01,2019-12-01 00:00:00,Month-to-month,Yes,Electronic check,50.75,50.75
9677-AVKED,2015-09-01,No,One year,Yes,Electronic check,84.6,4449.75
1670-SVOWZ,2018-09-01,2019-11-01 00:00:00,Month-to-month,Yes,Credit card (automatic),89.65,1208.35
2227-JRSJX,2018-05-01,No,Month-to-month,Yes,Bank transfer (automatic),99.15,1956.4
9847-HNVGP,2018-09-01,No,One year,No,Mailed check,19.95,310.6
6696-YDAYZ,2018-10-01,No,Two year,No,Mailed check,20.5,290.55
8980-WQFWL,2017-03-01,No,Month-to-month,Yes,Electronic check,62.1,2096.1
1730-ZMAME,2017-06-01,No,Month-to-month,Yes,Electronic check,79.5,2665
6506-EYCNH,2017-10-01,No,Month-to-month,Yes,Bank transfer (automatic),19.55,543.8
4634-JLRJT,2020-01-01,No,Month-to-month,Yes,Mailed check,20.35,20.35
9501-UKKNL,2015-03-01,No,Month-to-month,Yes,Electronic check,51.7,3005.8
2560-QTSBS,2014-02-01,No,One year,Yes,Bank transfer (automatic),23.3,1623.15
7541-YLXCL,2016-10-01,2019-10-01 00:00:00,One year,Yes,Mailed check,65.4,2498.4
4795-WRNVT,2016-10-01,No,Month-to-month,No,Mailed check,65.1,2586
6080-TCMYC,2016-10-01,No,Month-to-month,Yes,Electronic check,81.2,3292.3
0260-ZDLGK,2019-01-01,2019-10-01 00:00:00,Month-to-month,Yes,Mailed check,72.9,651.4
7860-UXCRM,2014-11-01,No,Two year,No,Credit card (automatic),74.5,4674.55
6357-JJPQT,2019-11-01,No,Month-to-month,Yes,Electronic check,80.5,232.35
2292-XQWSV,2016-10-01,No,One year,No,Mailed check,60.3,2448.5
9552-TGUZV,2019-06-01,No,Month-to-month,Yes,Mailed check,75.0,658.1
5913-INRQV,2017-04-01,No,One year,No,Mailed check,90.15,3128.8
8722-NGNBH,2019-07-01,2019-12-01 00:00:00,Month-to-month,No,Mailed check,40.0,223.45
6210-KBBPI,2019-01-01,2019-10-01 00:00:00,Month-to-month,Yes,Credit card (automatic),99.45,919.4
9643-YBLUR,2019-05-01,No,Month-to-month,Yes,Credit card (automatic),69.05,653.95
8734-FNWVH,2017-07-01,No,Month-to-month,No,Bank transfer (automatic),59.7,1825.5
9447-YPTBX,2015-12-01,No,One year,Yes,Bank transfer (automatic),19.85,943.1
0133-BMFZO,2019-10-01,2019-12-01 00:00:00,Month-to-month,Yes,Electronic check,86.25,181.65
6128-CZOMY,2019-11-01,2019-12-01 00:00:00,Month-to-month,Yes,Electronic check,45.65,45.65
9540-JYROE,2019-05-01,2020-01-01 00:00:00,Month-to-month,Yes,Mailed check,70.1,551.35
9026-LHEVG,2019-05-01,No,Month-to-month,No,Electronic check,40.75,359.4
2260-USTRB,2019-10-01,2019-12-01 00:00:00,Month-to-month,Yes,Bank transfer (automatic),70.2,115.95
3656-TKRVZ,2019-10-01,2020-01-01 00:00:00,Month-to-month,No,Electronic check,55.35,165.2
7011-CVEUC,2018-01-01,No,Month-to-month,Yes,Credit card (automatic),95.7,2338.35
6185-TASNN,2020-01-01,No,Month-to-month,No,Electronic check,46.3,46.3
7925-PNRGI,2016-05-01,No,Month-to-month,No,Mailed check,81.3,3541.1
8623-TMRBY,2015-08-01,2019-11-01 00:00:00,Month-to-month,Yes,Electronic check,84.2,4146.05
1552-CZCLL,2015-07-01,No,Month-to-month,No,Credit card (automatic),20.0,1087.25
3038-PQIUY,2016-12-01,No,Month-to-month,Yes,Bank transfer (automatic),66.15,2522.4
1501-SGHBW,2019-08-01,2019-10-01 00:00:00,Month-to-month,No,Mailed check,45.85,81
9313-CDOGY,2016-12-01,No,Month-to-month,No,Electronic check,19.6,717.3
8148-BPLZQ,2017-04-01,No,Month-to-month,Yes,Electronic check,49.8,1734.2
2623-DRYAM,2014-04-01,No,One year,Yes,Electronic check,101.75,7069.3
9987-LUTYD,2019-01-01,No,One year,No,Mailed check,55.15,742.9
3208-YPIOE,2016-10-01,2020-01-01 00:00:00,Month-to-month,No,Electronic check,75.25,3017.65
4488-KQFDT,2015-01-01,No,One year,Yes,Electronic check,103.95,6423
2612-RANWT,2018-10-01,2019-10-01 00:00:00,Month-to-month,Yes,Bank transfer (automatic),100.15,1164.3
5693-PIPCS,2016-09-01,No,Two year,Yes,Credit card (automatic),99.65,4220.35
0491-KAPQG,2018-05-01,No,Month-to-month,Yes,Electronic check,73.7,1558.7
1925-LFCZZ,2015-07-01,No,One year,Yes,Bank transfer (automatic),50.05,2743.45
8039-EQPIM,2014-05-01,No,Two year,No,Bank transfer (automatic),60.25,4055.5
6900-PXRMS,2017-08-01,2019-10-01 00:00:00,Month-to-month,No,Electronic check,105.75,2710.25
8707-RMEZH,2014-05-01,No,One year,No,Credit card (automatic),87.3,6055.55
3346-BRMIS,2018-06-01,2019-12-01 00:00:00,Month-to-month,Yes,Electronic check,48.35,810.7
3209-ZPKFI,2016-03-01,No,Month-to-month,No,Electronic check,54.25,2538.2
6479-VDGRK,2014-02-01,No,Two year,No,Bank transfer (automatic),85.3,6129.2
9373-WSLOY,2017-05-01,No,Month-to-month,Yes,Electronic check,50.0,1750.85
2933-FILNV,2019-11-01,2020-01-01 00:00:00,Month-to-month,Yes,Mailed check,24.4,36.55
3569-JFODW,2014-02-01,No,Two year,No,Credit card (automatic),90.95,6652.45
9819-FBNSV,2017-01-01,No,Month-to-month,Yes,Bank transfer (automatic),72.25,2575.45
9544-PYPSJ,2014-12-01,No,Month-to-month,Yes,Credit card (automatic),96.1,6019.35
1591-XWLGB,2014-03-01,No,Two year,No,Credit card (automatic),19.85,1379.6
0396-UKGAI,2018-03-01,No,Month-to-month,Yes,Bank transfer (automatic),55.3,1284.2
3243-ZHOHY,2018-10-01,No,One year,No,Mailed check,20.1,296.15
5186-EJEGL,2019-05-01,No,Month-to-month,Yes,Mailed check,69.5,653.25
7527-QNRUS,2018-09-01,No,Two year,Yes,Mailed check,25.15,412.6
9986-BONCE,2019-08-01,2019-12-01 00:00:00,Month-to-month,No,Bank transfer (automatic),20.95,85.5
2722-JMONI,2019-12-01,2020-01-01 00:00:00,Month-to-month,Yes,Electronic check,49.55,49.55
2203-GHNWN,2018-02-01,No,Month-to-month,Yes,Mailed check,79.65,1928.7
3878-AVSOQ,2020-01-01,No,Month-to-month,Yes,Electronic check,71.25,71.25
3258-SYSWS,2014-02-01,No,Two year,No,Bank transfer (automatic),113.8,7845.8
5296-PSYVW,2014-02-01,No,Two year,No,Electronic check,24.55,1750.7
6319-QSUSR,2019-03-01,No,Month-to-month,No,Credit card (automatic),19.7,216.2
4083-EUGRJ,2019-02-01,2019-11-01 00:00:00,Month-to-month,No,Mailed check,20.25,178.5
7579-OOPEC,2019-08-01,2019-10-01 00:00:00,Month-to-month,No,Credit card (automatic),50.15,115.1
0512-FLFDW,2015-02-01,No,One year,Yes,Credit card (automatic),100.5,6029
1771-OADNZ,2017-06-01,2019-11-01 00:00:00,Month-to-month,Yes,Electronic check,95.9,2745.2
0487-CRLZF,2016-01-01,No,Two year,Yes,Bank transfer (automatic),74.45,3721.9
2107-FBPTK,2017-08-01,No,Month-to-month,Yes,Electronic check,104.1,3121.1
9451-WLYRI,2015-09-01,No,One year,No,Credit card (automatic),19.05,990.45
8219-VYBVI,2016-11-01,No,Two year,No,Mailed check,25.0,1004.35
1991-VOPLL,2019-05-01,No,Month-to-month,No,Mailed check,19.05,157.65
9738-QLWTP,2016-11-01,No,One year,No,Electronic check,81.9,3219.75
1016-DJTSV,2019-06-01,No,Month-to-month,Yes,Electronic check,69.7,572.85
9419-IPPBE,2015-11-01,No,One year,Yes,Electronic check,90.15,4554.85
0174-QRVVY,2014-03-01,No,Two year,No,Credit card (automatic),25.35,1847.55
5699-BNCAS,2014-03-01,No,Two year,Yes,Mailed check,24.65,1766.75
2900-PHPLN,2014-04-01,No,Two year,Yes,Credit card (automatic),19.55,1462.05
0612-RTZZA,2019-11-01,2019-12-01 00:00:00,Month-to-month,No,Electronic check,25.25,25.25
8106-GWQOK,2016-12-01,No,Two year,Yes,Bank transfer (automatic),60.0,2193.2
8751-EDEKA,2017-10-01,No,Month-to-month,No,Credit card (automatic),89.9,2433.5
6878-GGDWG,2017-06-01,No,Month-to-month,No,Bank transfer (automatic),19.4,641.15
4039-PIMHX,2016-01-01,No,Two year,No,Mailed check,49.8,2398.4
8450-LUGUK,2017-01-01,No,Two year,Yes,Bank transfer (automatic),24.1,861.85
3604-WLABM,2019-04-01,No,Month-to-month,No,Electronic check,54.25,583
0795-GMVQO,2014-07-01,No,One year,No,Credit card (automatic),109.9,7332.4
2259-OUUSZ,2019-07-01,No,One year,Yes,Credit card (automatic),35.5,249.55
1142-IHLOO,2015-11-01,No,One year,No,Credit card (automatic),87.55,4475.9
6410-LEFEN,2019-03-01,2019-12-01 00:00:00,Month-to-month,No,Electronic check,45.15,416.45
4633-MKHYU,2019-05-01,No,Month-to-month,Yes,Mailed check,88.4,788.6
6257-RJOHI,2019-10-01,No,Month-to-month,Yes,Mailed check,50.8,202.3
1545-JFUML,2014-03-01,No,Two year,Yes,Electronic check,99.0,6994.6
3194-ORPIK,2015-08-01,2019-10-01 00:00:00,Month-to-month,Yes,Bank transfer (automatic),84.4,4116.15
7826-VVKWT,2018-02-01,No,Two year,Yes,Electronic check,96.55,2263.45
1353-GHZOS,2018-04-01,No,One year,Yes,Bank transfer (automatic),59.75,1374.35
2587-EKXTS,2016-06-01,No,Month-to-month,Yes,Electronic check,111.5,4915.15
5442-BXVND,2017-05-01,No,Month-to-month,No,Bank transfer (automatic),24.25,838.5
8816-VXNZD,2019-09-01,2019-10-01 00:00:00,Month-to-month,Yes,Electronic check,75.1,75.1
9378-FXTIZ,2015-04-01,2019-10-01 00:00:00,One year,Yes,Credit card (automatic),70.15,3715.65
1723-HKXJQ,2016-07-01,2020-01-01 00:00:00,Month-to-month,Yes,Electronic check,101.75,4273.45
7825-GKXMW,2019-12-01,2020-01-01 00:00:00,Month-to-month,No,Electronic check,45.8,45.8
9753-OYLBX,2020-01-01,No,Month-to-month,No,Mailed check,20.5,20.5
2364-UFROM,2017-08-01,No,One year,No,Electronic check,70.4,2044.75
6656-JWRQX,2020-01-01,No,Month-to-month,No,Mailed check,30.55,30.55
6473-ULUHT,2018-10-01,No,Month-to-month,No,Electronic check,84.9,1398.25
1240-KNSEZ,2019-10-01,2019-11-01 00:00:00,Month-to-month,Yes,Mailed check,20.1,20.1
0836-SEYLU,2019-04-01,2020-01-01 00:00:00,Month-to-month,No,Mailed check,40.65,328.95
4433-JCGCG,2016-02-01,2019-12-01 00:00:00,Month-to-month,Yes,Electronic check,101.0,4680.05
3716-BDVDB,2019-12-01,2020-01-01 00:00:00,Month-to-month,Yes,Electronic check,69.1,69.1
7688-AWMDX,2014-03-01,No,Two year,No,Bank transfer (automatic),54.5,3778.2
2842-BCQGE,2016-07-01,No,Month-to-month,Yes,Credit card (automatic),75.35,3161.4
7244-QWYHG,2015-12-01,No,One year,Yes,Bank transfer (automatic),44.45,2188.45
5899-MQZZL,2018-12-01,2020-01-01 00:00:00,Month-to-month,Yes,Mailed check,75.0,999.45
6849-OYAMU,2018-03-01,2019-10-01 00:00:00,One year,No,Bank transfer (automatic),100.0,1888.65
5312-UXESG,2016-09-01,No,Month-to-month,No,Bank transfer (automatic),98.05,3990.6
9488-HGMJH,2019-09-01,2019-10-01 00:00:00,Month-to-month,Yes,Electronic check,71.15,71.15
6038-GCYEC,2017-10-01,2019-10-01 00:00:00,Month-to-month,Yes,Credit card (automatic),54.15,1240.25
2150-WLKUW,2016-10-01,No,One year,No,Bank transfer (automatic),63.9,2635
7159-FVYPK,2019-11-01,No,Month-to-month,Yes,Bank transfer (automatic),69.15,235
7032-LMBHI,2017-01-01,No,One year,No,Bank transfer (automatic),64.65,2347.85
1150-WFARN,2014-05-01,2019-12-01 00:00:00,Two year,Yes,Credit card (automatic),108.75,7156.2
6088-BXMRG,2017-06-01,No,Month-to-month,Yes,Electronic check,98.85,3089.6
3144-AUDBS,2019-06-01,2019-12-01 00:00:00,Month-to-month,Yes,Electronic check,49.15,270.8
4821-SJHJV,2017-06-01,No,Month-to-month,No,Electronic check,89.6,2901.8
7346-MEDWM,2015-03-01,No,Month-to-month,Yes,Electronic check,83.25,4949.1
1137-DGOWI,2017-08-01,No,One year,No,Bank transfer (automatic),70.25,2198.9
5616-PRTNT,2018-03-01,2019-11-01 00:00:00,Month-to-month,Yes,Electronic check,19.4,374.5
3812-LRZIR,2017-11-01,No,Two year,No,Electronic check,24.5,761.95
4818-QIUFN,2018-02-01,2019-10-01 00:00:00,Month-to-month,Yes,Electronic check,79.15,1520.9
9483-GCPWE,2019-05-01,No,One year,No,Mailed check,20.1,190.25
4227-OJHAL,2014-06-01,No,One year,Yes,Credit card (automatic),73.0,5163
9220-CXRSC,2014-05-01,No,Two year,No,Credit card (automatic),61.4,4059.85
4993-JCRGJ,2017-12-01,No,Month-to-month,Yes,Mailed check,84.3,2281.6
9537-JALFH,2014-05-01,No,Two year,No,Bank transfer (automatic),19.9,1356.7
6698-OXETB,2019-03-01,No,Two year,No,Mailed check,20.4,231.45
2103-ZRXFN,2020-01-01,No,Month-to-month,No,Mailed check,50.75,50.75
3724-BSCVH,2019-04-01,No,One year,No,Mailed check,20.45,242.4
4877-TSOFF,2015-07-01,No,One year,Yes,Bank transfer (automatic),75.75,4264.25
9209-NWPGU,2016-06-01,No,One year,No,Electronic check,65.4,2774.55
6961-VCPMC,2016-03-01,2020-01-01 00:00:00,Month-to-month,Yes,Electronic check,80.4,3605.2
7306-YDSOI,2014-05-01,No,Two year,Yes,Bank transfer (automatic),59.75,4069.9
5288-AHOUP,2019-03-01,No,Month-to-month,Yes,Electronic check,78.5,874.2
6688-UZPWD,2018-11-01,2019-10-01 00:00:00,Month-to-month,Yes,Electronic check,102.0,1145.35
0655-YDGFJ,2017-09-01,No,Month-to-month,No,Bank transfer (automatic),48.95,1323.7
8468-EHYJA,2015-05-01,No,Month-to-month,Yes,Electronic check,99.65,5497.05
6823-SIDFQ,2017-10-01,No,One year,No,Credit card (automatic),18.25,534.7
1097-FSPVW,2016-08-01,No,Month-to-month,No,Credit card (automatic),54.55,2455.05
2839-RFSQE,2019-11-01,2020-01-01 00:00:00,Month-to-month,No,Mailed check,20.65,38.7
8328-SKJNO,2018-03-01,No,One year,No,Bank transfer (automatic),40.65,947.4
7010-ZMVBF,2018-08-01,No,Month-to-month,No,Mailed check,20.45,357
5201-CBWYG,2014-12-01,No,One year,No,Bank transfer (automatic),24.8,1476.25
0968-GSIKN,2019-10-01,2019-11-01 00:00:00,Month-to-month,Yes,Mailed check,70.8,70.8
1965-DDBWU,2018-08-01,2019-12-01 00:00:00,Month-to-month,Yes,Credit card (automatic),89.05,1448.6
9057-SIHCH,2019-07-01,2019-10-01 00:00:00,Month-to-month,Yes,Electronic check,96.6,291.9
6352-GIGGQ,2014-07-01,No,One year,Yes,Bank transfer (automatic),88.8,5903.15
3635-QQRQD,2014-12-01,No,Two year,Yes,Credit card (automatic),20.05,1201.65
6771-XWBDM,2015-04-01,2020-01-01 00:00:00,Month-to-month,Yes,Credit card (automatic),104.5,5921.35
